   -3.141592654   -3.141592654   28.402939195  -18.735236888  -14.926974411
   -3.070995066   -3.141592654   27.023797394  -20.562000886  -15.454752386
   -3.000397478   -3.141592654   25.497943931  -22.661183634  -16.187235268
   -2.929799890   -3.141592654   23.863043791  -23.379640126  -16.822322150
   -2.859202303   -3.141592654   22.260587748  -21.602262815  -17.281375789
   -2.788604715   -3.141592654   20.876688098  -17.287452441  -17.593308364
   -2.718007127   -3.141592654   19.864920029  -11.279556460  -17.848171483
   -2.647409540   -3.141592654   19.303624910   -4.652844857  -18.219260167
   -2.576811952   -3.141592654   19.208206140    1.811826563  -18.876089999
   -2.506214364   -3.141592654   19.555841820    7.802053100  -19.855467328
   -2.435616776   -3.141592654   20.307151543   13.321734542  -20.882007603
   -2.365019189   -3.141592654   21.428814864   18.263280574  -21.463970905
   -2.294421601   -3.141592654   22.877995995   22.604740288  -21.271497683
   -2.223824013   -3.141592654   24.611720212   26.356818595  -20.381022508
   -2.153226425   -3.141592654   26.587496499   29.360285342  -19.208799109
   -2.082628838   -3.141592654   28.731092623   30.939170632  -18.193865334
   -2.012031250   -3.141592654   30.895523965   29.627882874  -17.477860437
   -1.941433662   -3.141592654   32.818186279   23.922837110  -16.890636559
   -1.870836075   -3.141592654   34.165263113   13.416064295  -16.089794050
   -1.800238487   -3.141592654   34.641576431   -0.301060991  -14.851273518
   -1.729640899   -3.141592654   34.126277279  -14.114067025  -13.251586806
   -1.659043311   -3.141592654   32.730472780  -24.833700412  -11.695074722
   -1.588445724   -3.141592654   30.742340328  -30.739970917  -10.699068199
   -1.517848136   -3.141592654   28.506949535  -32.007935878  -10.584601488
   -1.447250548   -3.141592654   26.307030611  -29.971660452  -11.185301551
   -1.376652961   -3.141592654   24.322608227  -26.116238502  -11.935456627
   -1.306055373   -3.141592654   22.648187384  -21.242125744  -12.262972120
   -1.235457785   -3.141592654   21.348204371  -15.557829976  -11.995173994
   -1.164860197   -3.141592654   20.477491603   -9.104489557  -11.433878363
   -1.094262610   -3.141592654   20.069598734   -2.588131217  -11.077181021
   -1.023665022   -3.141592654   20.087919705    2.727591018  -11.253143641
   -0.953067434   -3.141592654   20.405312625    5.803564662  -11.945517253
   -0.882469847   -3.141592654   20.859438974    6.755218046  -12.873954915
   -0.811872259   -3.141592654   21.347245482    7.012233761  -13.711240477
   -0.741274671   -3.141592654   21.885163536    8.433116425  -14.204313410
   -0.670677083   -3.141592654   22.591212253   11.774925877  -14.149614462
   -0.600079496   -3.141592654   23.579725550   16.150758091  -13.437231294
   -0.529481908   -3.141592654   24.866097345   19.990899290  -12.115558385
   -0.458884320   -3.141592654   26.371200628   22.262206589  -10.499509345
   -0.388286732   -3.141592654   27.986302712   23.270636931   -9.132277201
   -0.317689145   -3.141592654   29.661155997   24.100556777   -8.547982274
   -0.247091557   -3.141592654   31.411084851   25.467711959   -8.990753416
   -0.176493969   -3.141592654   33.265700917   26.871621210  -10.299264415
   -0.105896382   -3.141592654   35.177177621   26.758672972  -12.019538850
   -0.035298794   -3.141592654   36.981731487   23.739078461  -13.712488421
    0.035298794   -3.141592654   38.457491992   17.530953714  -15.068410936
    0.105896382   -3.141592654   39.418663449    9.446816614  -15.933404862
    0.176493969   -3.141592654   39.805263114    1.587892917  -16.257963034
    0.247091557   -3.141592654   39.689354245   -4.627342827  -15.976661427
    0.317689145   -3.141592654   39.199610238   -9.076776964  -15.100514700
    0.388286732   -3.141592654   38.436356797  -12.532209782  -13.762218774
    0.458884320   -3.141592654   37.443860676  -15.642382196  -12.224194780
    0.529481908   -3.141592654   36.238226986  -18.521436788  -10.765978873
    0.600079496   -3.141592654   34.846665192  -20.832964072   -9.702513337
    0.670677083   -3.141592654   33.321217997  -22.343626890   -9.334626239
    0.741274671   -3.141592654   31.717549614  -23.032253225   -9.910238664
    0.811872259   -3.141592654   30.087407666  -23.099813843  -11.461773259
    0.882469847   -3.141592654   28.469341147  -22.727380938  -13.628054741
    0.953067434   -3.141592654   26.889301927  -22.003377337  -15.712068510
