-180 -180 4.42428
-175.955 -180 4.12028
-171.91 -180 3.90394
-167.865 -180 3.75207
-163.82 -180 3.6572
-159.775 -180 3.6474
-155.73 -180 3.77355
-151.685 -180 4.07093
-147.641 -180 4.52645
-143.596 -180 5.07546
-139.551 -180 5.62777
-135.506 -180 6.09563
-131.461 -180 6.41025
-127.416 -180 6.53081
-123.371 -180 6.45751
-119.326 -180 6.24049
-115.281 -180 5.96362
-111.236 -180 5.70007
-107.191 -180 5.46547
-103.146 -180 5.22132
-99.1012 -180 4.91494
-95.0562 -180 4.53024
-91.0113 -180 4.10566
-86.9663 -180 3.70447
-82.9214 -180 3.37542
-78.8764 -180 3.13473
-74.8315 -180 2.96576
-70.7865 -180 2.83899
-66.7416 -180 2.73565
-62.6967 -180 2.66311
-58.6517 -180 2.65317
-54.6068 -180 2.73776
-50.5618 -180 2.92048
-46.5169 -180 3.17365
-42.4719 -180 3.46455
-38.427 -180 3.7922
-34.382 -180 4.19139
-30.3371 -180 4.70474
-26.2921 -180 5.3384
-22.2472 -180 6.05468
-18.2023 -180 6.79973
-14.1573 -180 7.54226
-10.1124 -180 8.28449
-6.06742 -180 9.03044
-2.02247 -180 9.74664
2.02247 -180 10.3542
6.06742 -180 10.7707
10.1124 -180 10.9516
14.1573 -180 10.9071
18.2023 -180 10.677
22.2472 -180 10.3045
26.2921 -180 9.82145
30.3371 -180 9.25482
34.382 -180 8.62934
38.427 -180 7.96398
42.4719 -180 7.2699
46.5169 -180 6.55604
50.5618 -180 5.84152
54.6068 -180 5.15679
58.6517 -180 4.53814
62.6967 -180 4.0125
66.7416 -180 3.60037
70.7865 -180 3.30695
74.8315 -180 3.12816
78.8764 -180 3.04792
82.9214 -180 3.04786
86.9663 -180 3.1152
91.0113 -180 3.25633
95.0562 -180 3.48939
99.1012 -180 3.82437
103.146 -180 4.24936
107.191 -180 4.73475
111.236 -180 5.25317
115.281 -180 5.79509
119.326 -180 6.35643
123.371 -180 6.91801
127.416 -180 7.43025
131.461 -180 7.82527
135.506 -180 8.04718
139.551 -180 8.0739
143.596 -180 7.92748
147.641 -180 7.65803
151.685 -180 7.3241
155.73 -180 6.96437
159.775 -180 6.58857
163.82 -180 6.18524
167.865 -180 5.74247
171.91 -180 5.27363
175.955 -180 4.81788
0 0 0
-180 -175.955 5.13448
-175.955 -175.955 4.84567
-171.91 -175.955 4.64216
-167.865 -175.955 4.49807
-163.82 -175.955 4.40546
-159.775 -175.955 4.39251
-155.73 -175.955 4.50823
-151.685 -175.955 4.78319
-147.641 -175.955 5.20002
-143.596 -175.955 5.69552
-139.551 -175.955 6.18723
-135.506 -175.955 6.59752
-131.461 -175.955 6.86514
-127.416 -175.955 6.95181
-123.371 -175.955 6.85792
-119.326 -175.955 6.63466
-115.281 -175.955 6.36694
-111.236 -175.955 6.12494
-107.191 -175.955 5.91604
-103.146 -175.955 5.69015
-99.1012 -175.955 5.38677
-95.0562 -175.955 4.99035
-91.0113 -175.955 4.54701
-86.9663 -175.955 4.12777
-82.9214 -175.955 3.78335
-78.8764 -175.955 3.52741
-74.8315 -175.955 3.34262
-70.7865 -175.955 3.20566
-66.7416 -175.955 3.10693
-62.6967 -175.955 3.05612
-58.6517 -175.955 3.07615
-54.6068 -175.955 3.18182
-50.5618 -175.955 3.36256
-46.5169 -175.955 3.58822
-42.4719 -175.955 3.83555
-38.427 -175.955 4.12081
-34.382 -175.955 4.49414
-30.3371 -175.955 5.00513
-26.2921 -175.955 5.65555
-22.2472 -175.955 6.39622
-18.2023 -175.955 7.16155
-14.1573 -175.955 7.91373
-10.1124 -175.955 8.65524
-6.06742 -175.955 9.39399
-2.02247 -175.955 10.1017
2.02247 -175.955 10.7037
6.06742 -175.955 11.1201
10.1124 -175.955 11.3071
14.1573 -175.955 11.2757
18.2023 -175.955 11.0683
22.2472 -175.955 10.7322
26.2921 -175.955 10.3011
30.3371 -175.955 9.79885
34.382 -175.955 9.24064
38.427 -175.955 8.63344
42.4719 -175.955 7.97724
46.5169 -175.955 7.27552
50.5618 -175.955 6.55005
54.6068 -175.955 5.8425
58.6517 -175.955 5.20424
62.6967 -175.955 4.67414
66.7416 -175.955 4.27431
70.7865 -175.955 4.00171
74.8315 -175.955 3.83953
78.8764 -175.955 3.76285
82.9214 -175.955 3.75294
86.9663 -175.955 3.80356
91.0113 -175.955 3.92877
95.0562 -175.955 4.15103
99.1012 -175.955 4.48137
103.146 -175.955 4.90732
107.191 -175.955 5.39886
111.236 -175.955 5.92717
115.281 -175.955 6.48022
119.326 -175.955 7.05088
123.371 -175.955 7.61776
127.416 -175.955 8.13022
131.461 -175.955 8.51894
135.506 -175.955 8.72839
139.551 -175.955 8.73983
143.596 -175.955 8.58157
147.641 -175.955 8.30956
151.685 -175.955 7.98312
155.73 -175.955 7.6362
159.775 -175.955 7.27147
163.82 -175.955 6.87343
167.865 -175.955 6.43163
171.91 -175.955 5.96456
175.955 -175.955 5.51555
0 0 0
-180 -171.91 5.96509
-175.955 -171.91 5.69018
-171.91 -171.91 5.5005
-167.865 -171.91 5.3696
-163.82 -171.91 5.2905
-159.775 -171.91 5.28962
-155.73 -171.91 5.40806
-151.685 -171.91 5.66363
-147.641 -171.91 6.02833
-143.596 -171.91 6.43846
-139.551 -171.91 6.8232
-135.506 -171.91 7.12397
-131.461 -171.91 7.29823
-127.416 -171.91 7.32021
-123.371 -171.91 7.19507
-119.326 -171.91 6.97232
-115.281 -171.91 6.72908
-111.236 -171.91 6.52319
-107.191 -171.91 6.34934
-103.146 -171.91 6.14796
-99.1012 -171.91 5.85604
-95.0562 -171.91 5.46134
-91.0113 -171.91 5.01465
-86.9663 -171.91 4.58853
-82.9214 -171.91 4.23144
-78.8764 -171.91 3.95552
-74.8315 -171.91 3.74787
-70.7865 -171.91 3.59565
-66.7416 -171.91 3.49837
-62.6967 -171.91 3.46421
-58.6517 -171.91 3.50386
-54.6068 -171.91 3.61634
-50.5618 -171.91 3.7834
-46.5169 -171.91 3.97891
-42.4719 -171.91 4.19015
-38.427 -171.91 4.4438
-34.382 -171.91 4.79513
-30.3371 -171.91 5.29489
-26.2921 -171.91 5.94358
-22.2472 -171.91 6.69013
-18.2023 -171.91 7.46614
-14.1573 -171.91 8.22834
-10.1124 -171.91 8.97213
-6.06742 -171.91 9.69889
-2.02247 -171.91 10.3791
2.02247 -171.91 10.9433
6.06742 -171.91 11.3205
10.1124 -171.91 11.475
14.1573 -171.91 11.4241
18.2023 -171.91 11.2156
22.2472 -171.91 10.9013
26.2921 -171.91 10.5161
30.3371 -171.91 10.0795
34.382 -171.91 9.59669
38.427 -171.91 9.06349
42.4719 -171.91 8.47116
46.5169 -171.91 7.81905
50.5618 -171.91 7.12801
54.6068 -171.91 6.44198
58.6517 -171.91 5.81624
62.6967 -171.91 5.2944
66.7416 -171.91 4.90124
70.7865 -171.91 4.6346
74.8315 -171.91 4.47664
78.8764 -171.91 4.40217
82.9214 -171.91 4.39419
86.9663 -171.91 4.44902
91.0113 -171.91 4.58119
95.0562 -171.91 4.81082
99.1012 -171.91 5.14577
103.146 -171.91 5.57153
107.191 -171.91 6.05778
111.236 -171.91 6.57565
115.281 -171.91 7.11361
119.326 -171.91 7.66711
123.371 -171.91 8.22026
127.416 -171.91 8.72895
131.461 -171.91 9.12698
135.506 -171.91 9.35831
139.551 -171.91 9.40155
143.596 -171.91 9.28203
147.641 -171.91 9.05199
151.685 -171.91 8.76473
155.73 -171.91 8.44728
159.775 -171.91 8.09748
163.82 -171.91 7.70077
167.865 -171.91 7.25337
171.91 -171.91 6.78223
175.955 -171.91 6.33605
0 0 0
-180 -167.865 6.79879
-175.955 -167.865 6.54486
-171.91 -167.865 6.37679
-167.865 -167.865 6.26781
-163.82 -167.865 6.21257
-159.775 -167.865 6.23536
-155.73 -167.865 6.36753
-151.685 -167.865 6.61129
-147.641 -167.865 6.92512
-143.596 -167.865 7.24207
-139.551 -167.865 7.50177
-135.506 -167.865 7.66687
-131.461 -167.865 7.71981
-127.416 -167.865 7.65572
-123.371 -167.865 7.49039
-119.326 -167.865 7.27095
-115.281 -167.865 7.06022
-111.236 -167.865 6.89641
-107.191 -167.865 6.75904
-103.146 -167.865 6.58237
