295.0000	6.70656
296.0000	6.21133
297.0000	5.69428
298.0000	5.31482
299.0000	5.066
300.0000	4.95462
301.0000	5.08955
302.0000	5.32999
303.0000	5.54931
304.0000	6.0525
305.0000	6.61802
306.0000	8.16722
307.0000	10.9554
308.0000	14.847
309.0000	18.9877
310.0000	21.2404
311.0000	20.8506
312.0000	18.0585
313.0000	14.4941
314.0000	11.673
315.0000	10.3611
316.0000	10.2075
317.0000	10.8402
318.0000	11.512
319.0000	12.3987
320.0000	13.3998
321.0000	14.4252
322.0000	15.5462
323.0000	16.6752
324.0000	17.7537
325.0000	18.7778
326.0000	19.7034
327.0000	20.5129
328.0000	20.7578
329.0000	21.1619
330.0000	21.2873
331.0000	21.3788
332.0000	21.504
333.0000	21.6777
334.0000	22.0166
335.0000	22.397
336.0000	23.1205
337.0000	23.5812
338.0000	23.9841
339.0000	24.0992
340.0000	24.3476
341.0000	24.3853
342.0000	24.1587
343.0000	24.0302
344.0000	23.881
345.0000	23.7485
346.0000	23.929
347.0000	24.3802
348.0000	25.1134
349.0000	26.1888
350.0000	27.6049
351.0000	28.8989
352.0000	30.3466
353.0000	31.5409
354.0000	31.9136
355.0000	32.3327
356.0000	31.6607
357.0000	30.8395
358.0000	30.2723
359.0000	29.1543
360.0000	28.27
361.0000	27.1969
362.0000	26.6924
363.0000	26.1374
364.0000	25.5899
365.0000	24.9956
366.0000	24.6764
367.0000	24.6549
368.0000	24.8663
369.0000	24.9658
370.0000	25.4668
371.0000	25.9371
372.0000	26.3897
373.0000	27.3084
374.0000	27.5671
375.0000	27.3732
376.0000	27.0044
377.0000	25.8717
378.0000	25.139
379.0000	24.14
380.0000	23.159
381.0000	22.54
382.0000	21.3286
383.0000	20.8957
384.0000	20.6471
385.0000	19.8195
386.0000	19.3855
387.0000	18.7536
388.0000	18.0536
389.0000	17.9308
390.0000	17.8555
391.0000	17.7642
392.0000	17.8218
393.0000	17.6565
394.0000	17.5845
395.0000	17.502
396.0000	17.1547
397.0000	16.9536
398.0000	16.4278
399.0000	15.9598
400.0000	15.673
