305.0000	6.60598
306.0000	6.08998
307.0000	5.90718
308.0000	5.75439
309.0000	5.45369
310.0000	5.24272
311.0000	5.03353
312.0000	5.095
313.0000	5.27138
314.0000	5.61518
315.0000	5.96943
316.0000	6.36475
317.0000	6.91287
318.0000	7.63357
319.0000	9.41065
320.0000	12.4253
321.0000	16.4507
322.0000	20.5275
323.0000	22.9961
324.0000	23.4379
325.0000	21.6724
326.0000	19.0896
327.0000	17.2355
328.0000	16.0293
329.0000	15.7973
330.0000	16.1764
331.0000	16.5582
332.0000	17.1621
333.0000	17.5737
334.0000	17.9399
335.0000	18.3065
336.0000	18.5559
337.0000	18.8703
338.0000	19.0938
339.0000	19.4506
340.0000	19.6191
341.0000	20.0244
342.0000	20.1794
343.0000	20.3025
344.0000	20.4399
345.0000	20.4875
346.0000	20.3289
347.0000	20.2633
348.0000	20.197
349.0000	20.1259
350.0000	20.0197
351.0000	19.8737
352.0000	19.8081
353.0000	19.5763
354.0000	19.574
355.0000	19.7008
356.0000	19.5679
357.0000	19.5893
358.0000	19.192
359.0000	18.9804
360.0000	18.6555
361.0000	16.9237
362.0000	16.7071
363.0000	16.7245
364.0000	16.2177
365.0000	16.0359
366.0000	16.0331
367.0000	15.706
368.0000	15.7215
369.0000	15.6249
370.0000	15.3181
371.0000	15.3995
372.0000	15.6207
373.0000	15.8744
374.0000	15.9335
375.0000	15.7973
376.0000	15.3485
377.0000	14.8231
378.0000	14.6698
379.0000	14.4705
380.0000	14.2475
381.0000	13.98
382.0000	13.7769
383.0000	13.5073
384.0000	13.3939
385.0000	13.3295
386.0000	13.114
387.0000	13.1661
388.0000	12.9837
389.0000	13.0303
390.0000	12.9701
391.0000	12.9209
392.0000	12.9695
393.0000	12.8838
394.0000	12.8028
395.0000	12.8743
396.0000	12.7972
397.0000	12.6883
398.0000	12.6221
399.0000	12.3894
400.0000	12.3039
401.0000	12.304
402.0000	12.2695
403.0000	12.0749
404.0000	11.9132
405.0000	11.9157
406.0000	12.1349
407.0000	12.5517
408.0000	13.0952
409.0000	13.2981
410.0000	13.4408
411.0000	13.2062
412.0000	12.8936
413.0000	12.9864
414.0000	12.8485
415.0000	13.038
416.0000	13.1514
417.0000	13.2263
418.0000	13.3737
419.0000	13.5507
420.0000	13.7039
421.0000	13.9693
422.0000	14.0459
423.0000	14.1264
424.0000	14.349
425.0000	14.6818
426.0000	15.0722
427.0000	15.6949
428.0000	16.0913
429.0000	16.6969
430.0000	17.1804
431.0000	17.7038
432.0000	18.2074
433.0000	18.6938
434.0000	19.231
435.0000	19.728
436.0000	20.3524
437.0000	21.0289
438.0000	21.5908
439.0000	22.1837
440.0000	22.6174
441.0000	23.0334
442.0000	23.3725
443.0000	24.0684
444.0000	24.8121
445.0000	25.7446
446.0000	26.3681
447.0000	26.7657
448.0000	27.1382
449.0000	27.3489
450.0000	27.7009
451.0000	27.9348
452.0000	28.3873
453.0000	28.6016
454.0000	28.8406
455.0000	29.3947
456.0000	29.6933
457.0000	30.2025
458.0000	30.4062
459.0000	30.3034
460.0000	30.3661
461.0000	30.639
462.0000	30.8335
463.0000	31.2113
464.0000	31.5266
465.0000	31.6809
466.0000	31.6921
467.0000	31.4422
468.0000	31.2756
469.0000	31.1553
470.0000	30.866
471.0000	30.8247
472.0000	30.6871
473.0000	30.7139
474.0000	30.6616
475.0000	30.381
476.0000	30.1373
477.0000	29.7188
478.0000	29.3406
479.0000	29.0372
480.0000	28.6448
481.0000	28.3684
482.0000	28.0363
483.0000	27.7727
484.0000	27.2929
485.0000	26.7781
486.0000	26.1501
487.0000	25.7148
488.0000	25.2883
489.0000	24.7614
490.0000	24.5381
491.0000	23.9824
492.0000	23.8683
493.0000	23.3402
494.0000	22.7787
495.0000	22.4744
496.0000	21.9278
497.0000	21.9791
498.0000	21.8241
499.0000	21.5333
500.0000	21.4472
501.0000	21.1754
502.0000	21.2968
503.0000	21.1233
504.0000	20.8785
505.0000	20.6353
506.0000	20.1935
507.0000	19.9577
508.0000	19.6771
509.0000	19.4852
510.0000	19.235
511.0000	18.9932
512.0000	18.9354
513.0000	18.7483
514.0000	18.4788
515.0000	18.3368
516.0000	18.038
517.0000	17.7255
518.0000	17.6035
519.0000	17.3707
520.0000	17.1113
521.0000	17.0981
522.0000	16.8814
523.0000	16.6513
524.0000	16.5435
525.0000	16.1657
526.0000	15.8317
527.0000	15.6792
528.0000	15.4357
529.0000	15.2516
530.0000	14.9393
531.0000	14.7545
532.0000	14.4968
533.0000	14.3471
534.0000	14.2
535.0000	14.2033
536.0000	14.0265
537.0000	13.7295
538.0000	13.4108
539.0000	13.1335
540.0000	13.0711
541.0000	12.4467
542.0000	12.4334
543.0000	12.2609
544.0000	12.1049
545.0000	11.7918
546.0000	11.6533
547.0000	11.4247
548.0000	11.0861
549.0000	10.866
550.0000	10.7199
551.0000	10.7094
552.0000	10.5603
553.0000	10.3301
554.0000	10.1011
555.0000	9.86554
556.0000	9.8264
557.0000	9.58604
558.0000	9.38122
559.0000	9.18605
560.0000	8.81232
561.0000	8.70674
562.0000	8.43087
563.0000	8.20537
564.0000	8.16114
565.0000	8.07919
566.0000	8.13233
567.0000	8.05516
568.0000	8.017
569.0000	7.77404
570.0000	7.56235
571.0000	7.23638
572.0000	7.17138
573.0000	6.92418
574.0000	6.96673
575.0000	6.88422
576.0000	6.54949
577.0000	6.37753
578.0000	6.1827
579.0000	6.05589
580.0000	6.07979
581.0000	6.12727
582.0000	5.9248
583.0000	5.88243
584.0000	5.75795
585.0000	5.60984
586.0000	5.59524
587.0000	5.52065
588.0000	5.39948
